date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:58	61357/61357	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Jan%202025%2009:35:00%20GMT	https://roomguide.kr/wp-content/uploads/pexels-wolfgang-1002140-2747446-1024x684.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/pexels-wolfgang-1002140-2747446-1024x684.jpg	(from https://roomguide.kr/)
14:46:59	63538/63538	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2022:20:40%20GMT	https://roomguide.kr/category/hipublic/	./roomguide_clone/roomguide.kr/category/hipublic/index.html	(from https://roomguide.kr/)
14:46:59	133597/133597	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2019:02:46%20GMT	https://roomguide.kr/gninfo/intro/	./roomguide_clone/roomguide.kr/gninfo/intro/index.html	(from https://roomguide.kr/)
14:47:00	58365/58365	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Dec%202024%2000:18:52%20GMT	https://roomguide.kr/wp-content/uploads/ai-generated-8704008_1920-1024x574.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/ai-generated-8704008_1920-1024x574.jpg	(from https://roomguide.kr/)
14:47:01	115936/115936	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2013:49:35%20GMT	https://roomguide.kr/gninfo/race/	./roomguide_clone/roomguide.kr/gninfo/race/index.html	(from https://roomguide.kr/)
14:47:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202026%2005:47:01%20GMT	https://roomguide.kr/wp-content/uploads/pexels-isabella-mendes-107313-332688-1024x678.jpg%201024w,%20https://roomguide.kr/wp-content/uploads/pexels-isabella-mendes-107313-332688-300x199.jpg%20300w,%20https://roomguide.kr/wp-content/uploads/pexels-isabella-mendes-107313-332688-768x509.jpg%20768w,%20https://roomguide.kr/wp-content/uploads/pexels-isabella-mendes-107313-332688-1536x1018.jpg%201536w,%20https://roomguide.kr/wp-content/uploads/pexels-isabella-mendes-107313-332688.jpg%201920w	./roomguide_clone/roomguide.kr/wp-content/uploads/pexels-isabella-mendes-107313-332688-1024x678.j/roomguide.kr/wp-content/uploads/pexels-isabella-mendes-107313-332688-300x199.jp/roomguide.kr/wp-content/uploads/pe/pexels-isabella-mendes-	(from https://roomguide.kr/)
14:47:02	72762/72762	---M--	200	added ('OK')	image/jpeg	date:Wed,%2025%20Dec%202024%2000:18:53%20GMT	https://roomguide.kr/wp-content/uploads/ai-generated-8225267_1280-1024x1024.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/ai-generated-8225267_1280-1024x1024.jpg	(from https://roomguide.kr/)
14:47:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202026%2005:47:03%20GMT	https://roomguide.kr/wp-content/uploads/pexels-wolfgang-1002140-2747446-1024x684.jpg%201024w,%20https://roomguide.kr/wp-content/uploads/pexels-wolfgang-1002140-2747446-300x200.jpg%20300w,%20https://roomguide.kr/wp-content/uploads/pexels-wolfgang-1002140-2747446-768x513.jpg%20768w,%20https://roomguide.kr/wp-content/uploads/pexels-wolfgang-1002140-2747446-1536x1026.jpg%201536w,%20https://roomguide.kr/wp-content/uploads/pexels-wolfgang-1002140-2747446.jpg%201920w	./roomguide_clone/roomguide.kr/wp-content/uploads/pexels-wolfgang-1002140-2747446-1024x684.jpg%2010/roomguide.kr/wp-content/uploads/pexels-wolfgang-1002140-2747446-300x200.jpg%20300/roomguide.kr/wp-content/uploads/pe/pexels-wolfgang-1002140	(from https://roomguide.kr/)
14:47:03	51401/51401	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202026%2005:47:03%20GMT	https://roomguide.kr/category/club/	./roomguide_clone/roomguide.kr/category/club/index.html	(from https://roomguide.kr/)
14:47:04	129161/129161	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Jan%202025%2015:25:45%20GMT	https://roomguide.kr/wp-content/uploads/highkick.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/highkick.jpg	(from https://roomguide.kr/)
14:47:05	114764/114764	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2018:03:15%20GMT	https://roomguide.kr/gninfo/sound/	./roomguide_clone/roomguide.kr/gninfo/sound/index.html	(from https://roomguide.kr/)
14:47:05	160511/160511	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2022:30:03%20GMT	https://roomguide.kr/gninfo/cnn-2/	./roomguide_clone/roomguide.kr/gninfo/cnn-2/index.html	(from https://roomguide.kr/)
14:47:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202026%2005:47:06%20GMT	https://roomguide.kr/wp-content/uploads/highkick.jpg%20986w,%20https://roomguide.kr/wp-content/uploads/highkick-300x198.jpg%20300w,%20https://roomguide.kr/wp-content/uploads/highkick-768x506.jpg%20768w	./roomguide_clone/roomguide.kr/wp-content/uploads/highkick.jpg%20986w,%20https_/roomguide.kr/wp-content/uploads/highkick-300x198.jpg%20300w,%20https_/roomguide.kr/wp-content/uploads/highkick-768x506.jpg%20768w	(from https://roomguide.kr/)
14:47:07	55001/55001	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Apr%202026%2005:47:07%20GMT	https://roomguide.kr/wp-content/uploads/highkick.jpg%20986w,%20https:/roomguide.kr/wp-content/uploads/highkick-300x198.jpg%20300w,%20https:/roomguide.kr/wp-content/uploads/highkick-768x506.jpg%20768w	./roomguide_clone/roomguide.kr/wp-content/uploads/highkick.jpg%20986w,%20https_/roomguide.kr/wp-content/uploads/highkick-300x198.jpg%20300w,%20https_/roomguide.kr/wp-content/uploads/highkick-768x506.jpg%20768w	(from https://roomguide.kr/)
14:47:08	64523/64523	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2023:28:13%20GMT	https://roomguide.kr/category/dot5/	./roomguide_clone/roomguide.kr/category/dot5/index.html	(from https://roomguide.kr/)
14:47:08	54870/54870	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202026%2005:47:08%20GMT	https://roomguide.kr/category/shirtroom/	./roomguide_clone/roomguide.kr/category/shirtroom/index.html	(from https://roomguide.kr/)
14:47:09	106826/106826	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jan%202025%2016:38:06%20GMT	https://roomguide.kr/wp-content/uploads/gn-1920-7-1024x769.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/gn-1920-7-1024x769.jpg	(from https://roomguide.kr/)
14:47:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202026%2005:47:10%20GMT	https://roomguide.kr/wp-content/uploads/ai-generated-8704008_1920-1024x574.jpg%201024w,%20https://roomguide.kr/wp-content/uploads/ai-generated-8704008_1920-300x168.jpg%20300w,%20https://roomguide.kr/wp-content/uploads/ai-generated-8704008_1920-768x430.jpg%20768w,%20https://roomguide.kr/wp-content/uploads/ai-generated-8704008_1920-1536x861.jpg%201536w,%20https://roomguide.kr/wp-content/uploads/ai-generated-8704008_1920.jpg%201920w	./roomguide_clone/roomguide.kr/wp-content/uploads/ai-generated-8704008_1920-1024x574.jpg%201024w,%20h/roomguide.kr/wp-content/uploads/ai-generated-8704008_1920-300x168.jpg%20300w,%20htt/roomguide.kr/wp-content/uploads/ai/ai-generated-8704008_19	(from https://roomguide.kr/)
14:47:11	71554/71554	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jan%202025%2017:15:17%20GMT	https://roomguide.kr/wp-content/uploads/drink-7933279_1280-1024x682.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/drink-7933279_1280-1024x682.jpg	(from https://roomguide.kr/)
14:47:12	132682/132682	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202026%2005:47:11%20GMT	https://roomguide.kr/gninfo/again/	./roomguide_clone/roomguide.kr/gninfo/again/index.html	(from https://roomguide.kr/)
14:47:12	52495/52495	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202026%2001:41:29%20GMT	https://roomguide.kr/category/hostbar/	./roomguide_clone/roomguide.kr/category/hostbar/index.html	(from https://roomguide.kr/)
14:47:14	163948/163948	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2027%20Oct%202025%2012:22:45%20GMT	https://roomguide.kr/wp-content/themes/bricks/assets/js/bricks.min.js?ver=1761567765	./roomguide_clone/roomguide.kr/wp-content/themes/bricks/assets/js/bricks.min70be.js	(from https://roomguide.kr/)
14:47:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202026%2005:47:14%20GMT	https://roomguide.kr/wp-content/uploads/ai-generated-8225267_1280-1024x1024.jpg%201024w,%20https://roomguide.kr/wp-content/uploads/ai-generated-8225267_1280-300x300.jpg%20300w,%20https://roomguide.kr/wp-content/uploads/ai-generated-8225267_1280-150x150.jpg%20150w,%20https://roomguide.kr/wp-content/uploads/ai-generated-8225267_1280-768x768.jpg%20768w,%20https://roomguide.kr/wp-content/uploads/ai-generated-8225267_1280.jpg%201280w	./roomguide_clone/roomguide.kr/wp-content/uploads/ai-generated-8225267_1280-1024x1024.jpg%201024w,/roomguide.kr/wp-content/uploads/ai-generated-8225267_1280-300x300.jpg%20300w,%20htt/roomguide.kr/wp-content/uploads/ai/ai-generated-8225267_12	(from https://roomguide.kr/)
14:47:16	1149/1149	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2031%20Jan%202025%2010:21:17%20GMT	https://roomguide.kr/wp-content/cache/min/1/wp-content/plugins/fancy-animations/build/frontend/scroll.js?ver=1738318877	./roomguide_clone/roomguide.kr/wp-content/cache/min/1/wp-content/plugins/fancy-animations/build/frontend/scroll24ef.js	(from https://roomguide.kr/)
14:47:16	132112/132112	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202026%2005:47:17%20GMT	https://roomguide.kr/gninfo/flurting/	./roomguide_clone/roomguide.kr/gninfo/flurting/index.html	(from https://roomguide.kr/)
14:47:18	3311/3311	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2031%20Jan%202025%2010:21:17%20GMT	https://roomguide.kr/wp-content/cache/min/1/wp-content/plugins/fancy-animations/build/frontend/observer.js?ver=1738318877	./roomguide_clone/roomguide.kr/wp-content/cache/min/1/wp-content/plugins/fancy-animations/build/frontend/observer24ef.js	(from https://roomguide.kr/)
14:47:18	131409/131409	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2022:34:33%20GMT	https://roomguide.kr/gninfo/highkick/	./roomguide_clone/roomguide.kr/gninfo/highkick/index.html	(from https://roomguide.kr/)
14:47:20	4591/4591	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2025%20Dec%202024%2000:18:52%20GMT	https://roomguide.kr/wp-content/plugins/bricksextras/components/assets/js/headersearch.min.js?ver=1.0.4	./roomguide_clone/roomguide.kr/wp-content/plugins/bricksextras/components/assets/js/headersearch.min4b68.js	(from https://roomguide.kr/)
14:47:20	49765/49765	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202026%2005:47:20%20GMT	https://roomguide.kr/category/leggings/	./roomguide_clone/roomguide.kr/category/leggings/index.html	(from https://roomguide.kr/)
14:47:22	30363/30363	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2027%20Oct%202025%2012:22:45%20GMT	https://roomguide.kr/wp-content/themes/bricks/assets/js/libs/splide.min.js?ver=4.1.4	./roomguide_clone/roomguide.kr/wp-content/themes/bricks/assets/js/libs/splide.mineda1.js	(from https://roomguide.kr/)
14:47:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202026%2005:47:22%20GMT	https://roomguide.kr/wp-content/uploads/gn-1920-7-1024x769.jpg%201024w,%20https://roomguide.kr/wp-content/uploads/gn-1920-7-300x225.jpg%20300w,%20https://roomguide.kr/wp-content/uploads/gn-1920-7-768x577.jpg%20768w,%20https://roomguide.kr/wp-content/uploads/gn-1920-7-1536x1154.jpg%201536w,%20https://roomguide.kr/wp-content/uploads/gn-1920-7.jpg%201920w	./roomguide_clone/roomguide.kr/wp-content/uploads/gn-1920-7-1024x769.jpg%201024w,%20https_/roomguide.kr/wp-content/uploads/gn-1920-7-300x225.jpg%20300w,%20https_/roomguide.kr/wp-content/uploads/gn-1920-7-768x577.jpg%20768w,%20ht/gn-1920-7.6a.delaye	(from https://roomguide.kr/)
14:47:24	1606/1606	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2025%20Dec%202024%2000:18:52%20GMT	https://roomguide.kr/wp-content/plugins/bricksextras/components/assets/js/backtotop.min.js?ver=1.0.3	./roomguide_clone/roomguide.kr/wp-content/plugins/bricksextras/components/assets/js/backtotop.min4bf4.js	(from https://roomguide.kr/)
14:47:26	49712/49712	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2031%20Jan%202025%2018:09:26%20GMT	https://roomguide.kr/wp-content/cache/min/1/wp-content/plugins/wp-grid-builder/public/js/facets.js?ver=1738346966	./roomguide_clone/roomguide.kr/wp-content/cache/min/1/wp-content/plugins/wp-grid-builder/public/js/facetsf7b4.js	(from https://roomguide.kr/)
14:47:27	132877/132877	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202026%2005:47:25%20GMT	https://roomguide.kr/gninfo/miracle/	./roomguide_clone/roomguide.kr/gninfo/miracle/index.html	(from https://roomguide.kr/)
14:47:28	2659/2659	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2031%20Jan%202025%2018:09:26%20GMT	https://roomguide.kr/wp-content/cache/min/1/wp-content/plugins/bricksextras/includes/js/wpgb-extras.js?ver=1738346966	./roomguide_clone/roomguide.kr/wp-content/cache/min/1/wp-content/plugins/bricksextras/includes/js/wpgb-extrasf7b4.js	(from https://roomguide.kr/)
14:47:28	20741/20741	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2031%20Jan%202025%2018:09:26%20GMT	https://roomguide.kr/wp-content/cache/min/1/wp-content/plugins/wp-grid-builder/public/js/polyfills.js?ver=1738346966	./roomguide_clone/roomguide.kr/wp-content/cache/min/1/wp-content/plugins/wp-grid-builder/public/js/polyfillsf7b4.js	(from https://roomguide.kr/)
14:47:29	52012/52012	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2031%20Jan%202025%2018:09:26%20GMT	https://roomguide.kr/wp-content/cache/min/1/wp-content/plugins/wp-grid-builder-map-facet/assets/js/map.js?ver=1738346966	./roomguide_clone/roomguide.kr/wp-content/cache/min/1/wp-content/plugins/wp-grid-builder-map-facet/assets/js/mapf7b4.js	(from https://roomguide.kr/)
14:47:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202026%2005:47:29%20GMT	https://roomguide.kr/wp-content/uploads/drink-7933279_1280-1024x682.jpg%201024w,%20https://roomguide.kr/wp-content/uploads/drink-7933279_1280-300x200.jpg%20300w,%20https://roomguide.kr/wp-content/uploads/drink-7933279_1280-768x512.jpg%20768w,%20https://roomguide.kr/wp-content/uploads/drink-7933279_1280.jpg%201280w	./roomguide_clone/roomguide.kr/wp-content/uploads/drink-7933279_1280-1024x682.jpg%201024w,%20https_/roomguide.kr/wp-content/uploads/drink-7933279_1280-300x200.jpg%20300w,%20https_/roomguide.kr/wp-content/uploads/drink-79/drink-7933279_1280.6c.d	(from https://roomguide.kr/)
14:47:31	12691/12691	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2031%20Jan%202025%2018:09:26%20GMT	https://roomguide.kr/wp-content/cache/min/1/wp-content/plugins/wp-grid-builder-bricks/assets/js/frontend.js?ver=1738346966	./roomguide_clone/roomguide.kr/wp-content/cache/min/1/wp-content/plugins/wp-grid-builder-bricks/assets/js/frontendf7b4.js	(from https://roomguide.kr/)
14:47:34	54669/54669	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Apr%202026%2005:47:32%20GMT	https://roomguide.kr/gn/	./roomguide_clone/roomguide.kr/gn/index.html	(from https://roomguide.kr/)
14:47:34	133804/133804	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202026%2005:47:32%20GMT	https://roomguide.kr/gninfo/a1/	./roomguide_clone/roomguide.kr/gninfo/a1/index.html	(from https://roomguide.kr/)
14:47:35	56564/56564	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2025%20Dec%202024%2000:18:56%20GMT	https://roomguide.kr/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	./roomguide_clone/roomguide.kr/wp-includes/fonts/dashicons7d4b.eot	(from https://roomguide.kr/wp-includes/css/dashicons.min.css?ver=844c8d9f2d3bd8db4ea261800fed7208)
14:47:36	54679/54679	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Apr%202026%2005:47:35%20GMT	https://roomguide.kr/gn/club/	./roomguide_clone/roomguide.kr/gn/club/index.html	(from https://roomguide.kr/)
14:47:37	56392/56392	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2025%20Dec%202024%2000:18:56%20GMT	https://roomguide.kr/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	./roomguide_clone/roomguide.kr/wp-includes/fonts/dashicons7d4b.ttf	(from https://roomguide.kr/wp-includes/css/dashicons.min.css?ver=844c8d9f2d3bd8db4ea261800fed7208)
14:47:38	559/559	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2027%20Oct%202025%2012:22:45%20GMT	https://roomguide.kr/wp-content/themes/bricks/assets/svg/audio/control-play.svg	./roomguide_clone/roomguide.kr/wp-content/themes/bricks/assets/svg/audio/control-play.svg	(from https://roomguide.kr/wp-content/themes/bricks/assets/css/frontend-layer.min.css?ver=1761567765)
14:47:39	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2009%20Apr%202026%2005:47:37%20GMT	https://roomguide.kr/wp-admin/	./roomguide_clone/roomguide.kr/wp-admin/index.html	(from https://roomguide.kr/)
14:47:39	551/551	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2027%20Oct%202025%2012:22:45%20GMT	https://roomguide.kr/wp-content/themes/bricks/assets/svg/audio/control-pause.svg	./roomguide_clone/roomguide.kr/wp-content/themes/bricks/assets/svg/audio/control-pause.svg	(from https://roomguide.kr/wp-content/themes/bricks/assets/css/frontend-layer.min.css?ver=1761567765)
14:47:40	1749/1749	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2027%20Oct%202025%2012:22:45%20GMT	https://roomguide.kr/wp-content/themes/bricks/assets/svg/audio/control-volume-max.svg	./roomguide_clone/roomguide.kr/wp-content/themes/bricks/assets/svg/audio/control-volume-max.svg	(from https://roomguide.kr/wp-content/themes/bricks/assets/css/frontend-layer.min.css?ver=1761567765)
14:47:41	1135/1135	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2027%20Oct%202025%2012:22:45%20GMT	https://roomguide.kr/wp-content/themes/bricks/assets/svg/audio/control-mute.svg	./roomguide_clone/roomguide.kr/wp-content/themes/bricks/assets/svg/audio/control-mute.svg	(from https://roomguide.kr/wp-content/themes/bricks/assets/css/frontend-layer.min.css?ver=1761567765)
14:47:42	50632/50632	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Oct%202025%2012:22:45%20GMT	https://roomguide.kr/wp-content/themes/bricks/assets/fonts/ionicons/ionicons.woff2	./roomguide_clone/roomguide.kr/wp-content/themes/bricks/assets/fonts/ionicons/ionicons.html	(from https://roomguide.kr/wp-content/themes/bricks/assets/css/libs/ionicons-layer.min.css?ver=1761567765)
14:47:43	65912/65912	---M--	200	added ('OK')	application/x-font-woff	date:Mon,%2027%20Oct%202025%2012:22:45%20GMT	https://roomguide.kr/wp-content/themes/bricks/assets/fonts/ionicons/ionicons.woff	./roomguide_clone/roomguide.kr/wp-content/themes/bricks/assets/fonts/ionicons/ionicons.woff	(from https://roomguide.kr/wp-content/themes/bricks/assets/css/libs/ionicons-layer.min.css?ver=1761567765)
14:47:45	112472/112472	---M--	200	added ('OK')	application/x-font-ttf	date:Mon,%2027%20Oct%202025%2012:22:45%20GMT	https://roomguide.kr/wp-content/themes/bricks/assets/fonts/ionicons/ionicons.ttf	./roomguide_clone/roomguide.kr/wp-content/themes/bricks/assets/fonts/ionicons/ionicons.ttf	(from https://roomguide.kr/wp-content/themes/bricks/assets/css/libs/ionicons-layer.min.css?ver=1761567765)
14:47:46	2525/2525	---M--	200	added ('OK')	application/json	date:Thu,%2009%20Apr%202026%2005:47:46%20GMT	https://roomguide.kr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Froomguide.kr%2F%25ea%25b0%2595%25eb%2582%25a8%2F%25ed%2595%2598%25ec%259d%25b4%25ed%258d%25bc%25eb%25b8%2594%25eb%25a6%25ad%2F	./roomguide_clone/roomguide.kr/wp-json/oembed/1.0/embed50d3.json	(from https://roomguide.kr/%ea%b0%95%eb%82%a8/%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad/)
14:47:47	2785/2785	---MCZ	200	added ('OK')	text/xml	date:Thu,%2009%20Apr%202026%2005:47:47%20GMT	https://roomguide.kr/wp-json/oembed/1.0/embed?url=https%3A%2F%2Froomguide.kr%2F%25ea%25b0%2595%25eb%2582%25a8%2F%25ed%2595%2598%25ec%259d%25b4%25ed%258d%25bc%25eb%25b8%2594%25eb%25a6%25ad%2F&format=xml	./roomguide_clone/roomguide.kr/wp-json/oembed/1.0/embeda1c8	(from https://roomguide.kr/%ea%b0%95%eb%82%a8/%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad/)
14:47:47	2332/2332	---M--	200	added ('OK')	application/json	date:Thu,%2009%20Apr%202026%2005:47:48%20GMT	https://roomguide.kr/wp-json/wp/v2/pages/5629	./roomguide_clone/roomguide.kr/wp-json/wp/v2/pages/5629.json	(from https://roomguide.kr/%ea%b0%95%eb%82%a8/%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad/)
14:47:49	13048/13048	---MCZ	200	added ('OK')	text/css	date:Mon,%2027%20Oct%202025%2012:22:45%20GMT	https://roomguide.kr/wp-content/themes/bricks/assets/css/libs/themify-icons-layer.min.css?ver=1761567765	./roomguide_clone/roomguide.kr/wp-content/themes/bricks/assets/css/libs/themify-icons-layer.min70be.css	(from https://roomguide.kr/%ea%b0%95%eb%82%a8/%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad/)
14:47:50	134874/134874	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jan%202025%2016:42:24%20GMT	https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-77.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-77.jpg	(from https://roomguide.kr/%ea%b0%95%eb%82%a8/%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad/)
14:47:50	206627/206627	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2013:38:31%20GMT	https://roomguide.kr/%ea%b0%95%eb%82%a8/	./roomguide_clone/roomguide.kr/%ea%b0%95%eb%82%a8/index.html	(from https://roomguide.kr/%ea%b0%95%eb%82%a8/%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad/)
14:47:52	187178/187178	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jan%202025%2017:15:14%20GMT	https://roomguide.kr/wp-content/uploads/pexels-ywanphoto-3089663-scaled.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/pexels-ywanphoto-3089663-scaled.jpg	(from https://roomguide.kr/%ea%b0%95%eb%82%a8/%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad/)
14:47:54	162082/162082	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202026%2005:47:51%20GMT	https://roomguide.kr/gninfo/alive/	./roomguide_clone/roomguide.kr/gninfo/alive/index.html	(from https://roomguide.kr/%ea%b0%95%eb%82%a8/%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad/)
14:47:54	253520/253520	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jan%202025%2016:39:55%20GMT	https://roomguide.kr/wp-content/uploads/whisky.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/whisky.jpg	(from https://roomguide.kr/%ea%b0%95%eb%82%a8/%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad/)
14:47:55	140052/140052	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Jan%202025%2016:38:46%20GMT	https://roomguide.kr/wp-content/uploads/gn-1920-bg-2.jpg	./roomguide_clone/roomguide.kr/wp-content/uploads/gn-1920-bg-2.jpg	(from https://roomguide.kr/%ea%b0%95%eb%82%a8/%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad/)
14:47:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Apr%202026%2005:47:55%20GMT	https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-77.jpg%201920w,%20https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-77-300x200.jpg%20300w,%20https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-77-1024x683.jpg%201024w,%20https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-77-768x512.jpg%20768w,%20https://roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-77-1536x1024.jpg%201536w	./roomguide_clone/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-77.jpg%201920w,%20https_/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-77-300x200.jpg%20300w,%20https_/roomguide.kr/wp-content/uploads/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-77-1024x68/%ea%b0%95%eb%82%a8-%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad-%ec%9d%b4%eb%af%b8%ec%a7%80-77-1536x10	(from https://roomguide.kr/%ea%b0%95%eb%82%a8/%ed%95%98%ec%9d%b4%ed%8d%bc%eb%b8%94%eb%a6%ad/)
